,number,src_ip,dst_ip,proto,ip_pkt_len,ip_checksum_status,ip_ttl,ip_highest_layer,stream_index,src_port,dst_port,timestamp,time_delta,flags,tcp_flags_ack,tcp_flags_syn,tcp_flags_fin,tcp_flags_urg,tcp_checksum_status,icmp_type_code,icmp_checksum_status,label,label0,label1,label2,label3,label4,label5,label6
4628,85,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.213649,0.00008,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4629,86,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.214891,0.001242,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4630,87,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.216114,0.001223,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4631,88,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.216189,0.000075,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4632,89,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.217432,0.001243,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4633,90,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.217611,0.000179,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4634,91,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.218842,0.001231,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4635,92,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.22009,0.001248,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4636,93,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.221414,0.001324,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4637,94,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.221483,0.000069,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4638,95,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.222811,0.001328,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4639,96,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.22404,0.001229,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4640,97,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.224118,0.000078,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4641,98,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.225622,0.001504,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4642,99,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.226852,0.00123,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4643,100,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.226934,0.000082,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4644,101,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.228184,0.00125,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4645,102,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.229424,0.00124,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4646,103,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.229502,0.000078,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4647,104,3394085589,2886759188,6,1500,2,64,RSH,2,514,1022,1.230817,0.001315,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4648,105,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.231004,0.000187,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4649,106,3394085589,2886759188,6,417,2,64,RSH,2,514,1022,1.232043,0.001039,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4650,107,2886759188,3394085589,6,41,2,255,RSH,2,1022,514,1.232601,0.000558,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4651,108,3394085589,2886759188,6,40,2,64,TCP,2,514,1022,1.234692,0.002091,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4652,109,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.234817,0.000125,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4653,110,2886759188,3394085589,6,40,2,255,TCP,2,1022,514,1.235002,0.000185,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4654,111,3394085589,2886759188,6,40,2,64,TCP,2,514,1022,1.235124,0.000122,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4655,112,2886759188,3394085589,6,54,2,255,TELNET,0,23,47496,1.775203,1.43269,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4656,113,3394085589,2886759188,6,74,2,64,TELNET,0,47496,23,1.780483,0.00528,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4657,114,2886759188,3394085589,6,74,2,255,TELNET,0,23,47496,1.780878,0.000395,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4658,115,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,1.792379,0.011501,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4659,116,2886759188,3394085589,6,54,2,255,TELNET,0,23,47496,1.794962,0.002583,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4660,117,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,1.796483,0.001521,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4661,118,3394085589,2886759188,6,133,2,64,TELNET,0,47496,23,1.799109,0.002626,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4662,119,2886759188,3394085589,6,133,2,255,TELNET,0,23,47496,1.799719,0.00061,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4663,120,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,1.81236,0.012641,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4664,121,2886759188,3394085589,6,44,2,255,TCP,3,1022,514,0,0,0x00000002,0,1,0,0,2,,,4,0,0,0,0,1,0,0
4665,122,3394085589,2886759188,6,44,2,64,TCP,3,514,1022,0.000147,0.000147,0x00000012,1,1,0,0,2,,,4,0,0,0,0,1,0,0
4666,123,2886759188,3394085589,6,40,2,255,TCP,3,1022,514,0.000347,0.0002,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4667,124,2886759188,3394085589,6,41,2,255,RSH,3,1022,514,0.00054,0.000193,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4668,125,3394085589,2886759188,6,40,2,64,TCP,3,514,1022,0.172833,0.172293,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4669,126,2886759188,3394085589,6,125,2,255,RSH,3,1022,514,0.173082,0.000249,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4670,127,3394085589,2886759188,6,40,2,64,TCP,3,514,1022,0.372808,0.199726,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4671,128,3394085589,2886759188,6,41,2,64,RSH,3,514,1022,1.058651,0.685843,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4672,129,2886759188,3394085589,6,40,2,255,TCP,3,1022,514,1.058824,0.000173,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4673,130,3394085589,2886759188,6,91,2,64,RSH,3,514,1022,1.112286,0.053462,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4674,131,2886759188,3394085589,6,40,2,255,TCP,3,1022,514,1.112616,0.00033,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4675,132,3394085589,2886759188,6,40,2,64,TCP,3,514,1022,1.112756,0.00014,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4676,133,3394085589,2886759188,6,40,2,64,TCP,3,514,1022,1.112859,0.000103,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4677,134,2886759188,3394085589,6,40,2,255,TCP,3,1022,514,1.113001,0.000142,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4678,135,2886759188,3394085589,6,44,2,255,TCP,4,1021,514,0,0,0x00000002,0,1,0,0,2,,,4,0,0,0,0,1,0,0
4679,136,3394085589,2886759188,6,44,2,64,TCP,4,514,1021,0.000172,0.000172,0x00000012,1,1,0,0,2,,,4,0,0,0,0,1,0,0
4680,137,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,0.000337,0.000165,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4681,138,2886759188,3394085589,6,41,2,255,RSH,4,1021,514,0.000457,0.00012,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4682,139,3394085589,2886759188,6,40,2,64,TCP,4,514,1021,0.058933,0.058476,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4683,140,2886759188,3394085589,6,111,2,255,RSH,4,1021,514,0.059151,0.000218,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4684,141,3394085589,2886759188,6,40,2,64,TCP,4,514,1021,0.258888,0.199737,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4685,142,3394085589,2886759188,6,41,2,64,RSH,4,514,1021,1.120675,0.861787,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4686,143,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.12083,0.000155,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4687,144,2886759188,3394085589,6,41,2,255,RSH,4,1021,514,1.121162,0.000332,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4688,145,3394085589,2886759188,6,63,2,64,RSH,4,514,1021,1.180899,0.059737,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4689,146,2886759188,3394085589,6,41,2,255,RSH,4,1021,514,1.182089,0.00119,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4690,147,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.188989,0.0069,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4691,148,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.190273,0.001284,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4692,149,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.191506,0.001233,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4693,150,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.191584,0.000078,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4694,151,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.192841,0.001257,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4695,152,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.192916,0.000075,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4696,153,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.193015,0.000099,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4697,154,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.197847,0.004832,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4698,155,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.199138,0.001291,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4699,156,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.200357,0.001219,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4700,157,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.200436,0.000079,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4701,158,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.201683,0.001247,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4702,159,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.202923,0.00124,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4703,160,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.202998,0.000075,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4704,161,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.204309,0.001311,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4705,162,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.204492,0.000183,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4706,163,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.207209,0.002717,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4707,164,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.208497,0.001288,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4708,165,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.20867,0.000173,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4709,166,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.209901,0.001231,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4710,167,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.211758,0.001857,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4711,168,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.212991,0.001233,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4712,169,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.213071,0.00008,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4713,170,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.21445,0.001379,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4714,171,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.215674,0.001224,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4715,172,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.21575,0.000076,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4716,173,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.216983,0.001233,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4717,174,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.218322,0.001339,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4718,175,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.2184,0.000078,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4719,176,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.219633,0.001233,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4720,177,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.220875,0.001242,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4721,178,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.220943,0.000068,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4722,179,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.222339,0.001396,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4723,180,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.223571,0.001232,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4724,181,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.224802,0.001231,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4725,182,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.224907,0.000105,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4726,183,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.226138,0.001231,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4727,184,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.226219,0.000081,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4728,185,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.229232,0.003013,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4729,186,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.230504,0.001272,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4730,187,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.230583,0.000079,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4731,188,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.231908,0.001325,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4732,189,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.233143,0.001235,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4733,190,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.233217,0.000074,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4734,191,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.23445,0.001233,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4735,192,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.235695,0.001245,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4736,193,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.236914,0.001219,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4737,194,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.236994,0.00008,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4738,195,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.238225,0.001231,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4739,196,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.238303,0.000078,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4740,197,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.239708,0.001405,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4741,198,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.240939,0.001231,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4742,199,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.241019,0.00008,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4743,200,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.242261,0.001242,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4744,201,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.243486,0.001225,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4745,202,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.243561,0.000075,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4746,203,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.244913,0.001352,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4747,204,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.246157,0.001244,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4748,205,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.246235,0.000078,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4749,206,3394085589,2886759188,6,1500,2,64,RSH,4,514,1021,1.24751,0.001275,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4750,207,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.247695,0.000185,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4751,208,3394085589,2886759188,6,989,2,64,RSH,4,514,1021,1.250786,0.003091,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4752,209,2886759188,3394085589,6,41,2,255,RSH,4,1021,514,1.251325,0.000539,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4753,210,3394085589,2886759188,6,40,2,64,TCP,4,514,1021,1.253424,0.002099,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4754,211,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.253561,0.000137,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4755,212,2886759188,3394085589,6,40,2,255,TCP,4,1021,514,1.253746,0.000185,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4756,213,3394085589,2886759188,6,40,2,64,TCP,4,514,1021,1.253867,0.000121,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4757,214,2886759188,3394085589,6,54,2,255,TELNET,0,23,47496,4.194421,2.382061,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4758,215,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,4.196482,0.002061,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4759,216,3394085589,2886759188,6,74,2,64,TELNET,0,47496,23,4.199676,0.003194,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4760,217,2886759188,3394085589,6,74,2,255,TELNET,0,23,47496,4.200034,0.000358,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4761,218,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,4.212543,0.012509,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4762,219,2886759188,3394085589,6,54,2,255,TELNET,0,23,47496,4.213347,0.000804,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4763,220,3394085589,2886759188,6,79,2,64,TELNET,0,47496,23,4.217334,0.003987,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4764,221,2886759188,3394085589,6,79,2,255,TELNET,0,23,47496,4.217732,0.000398,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4765,222,3394085589,2886759188,6,58,2,64,TELNET,0,47496,23,4.221728,0.003996,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4766,223,2886759188,3394085589,6,54,2,255,TELNET,0,23,47496,4.221935,0.000207,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4767,224,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,4.242606,0.020671,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4768,225,2886759188,3394085589,6,58,2,255,TELNET,0,23,47496,4.242839,0.000233,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4769,226,2886759188,3394085589,6,52,2,255,TCP,0,23,47496,4.248755,0.005916,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4770,227,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,4.248919,0.000164,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4771,228,3394085589,2886759188,6,60,2,64,TCP,5,1023,514,0,0,0x00000002,0,1,0,0,2,,,4,0,0,0,0,1,0,0
4772,229,2886759188,3394085589,6,60,2,255,TCP,5,514,1023,0.000261,0.000261,0x00000012,1,1,0,0,2,,,4,0,0,0,0,1,0,0
4773,230,3394085589,2886759188,6,52,2,64,TCP,0,47496,23,4.253701,0.004782,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4774,231,3394085589,2886759188,6,52,2,64,TCP,5,1023,514,0.00041,0.000149,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4775,232,2886759188,3394085589,6,52,2,255,TCP,0,23,47496,4.253858,0.000157,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4776,233,3394085589,2886759188,6,57,2,64,RSH,5,1023,514,0.001409,0.000999,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4777,234,2886759188,3394085589,6,52,2,255,TCP,5,514,1023,0.001541,0.000132,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4778,235,2886759188,3394085589,6,44,2,255,TCP,6,1021,1022,0,0,0x00000002,0,1,0,0,2,,,4,0,0,0,0,1,0,0
4779,236,3394085589,2886759188,6,44,2,64,TCP,6,1022,1021,0.000166,0.000166,0x00000012,1,1,0,0,2,,,4,0,0,0,0,1,0,0
4780,237,2886759188,3394085589,6,40,2,255,TCP,6,1021,1022,0.000351,0.000185,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4781,238,3394085589,2886759188,6,57,2,64,RSH,5,1023,514,1.045397,1.043856,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4782,239,2886759188,3394085589,6,52,2,255,TCP,5,514,1023,1.045584,0.000187,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4783,240,3394085589,2886759188,6,85,2,64,RSH,5,1023,514,1.14446,0.098876,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4784,241,2886759188,3394085589,6,53,2,255,RSH,5,514,1023,1.162956,0.018496,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4785,242,3394085589,2886759188,6,52,2,64,TCP,5,1023,514,1.165326,0.00237,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4786,243,2886759188,3394085589,6,52,2,255,TCP,5,514,1023,1.165525,0.000199,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4787,244,2886759188,3394085589,6,85,2,255,RSH,5,514,1023,1.238765,0.07324,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4788,245,3394085589,2886759188,6,40,2,64,TCP,5,1023,514,1.238906,0.000141,0x00000004,0,0,0,0,2,,,4,0,0,0,0,1,0,0
4789,246,3394085589,2886759188,6,60,2,64,TCP,7,1023,514,0,0,0x00000002,0,1,0,0,2,,,4,0,0,0,0,1,0,0
4790,247,2886759188,3394085589,6,60,2,255,TCP,7,514,1023,0.000284,0.000284,0x00000012,1,1,0,0,2,,,4,0,0,0,0,1,0,0
4791,248,3394085589,2886759188,6,52,2,64,TCP,7,1023,514,0.000438,0.000154,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4792,249,3394085589,2886759188,6,57,2,64,RSH,7,1023,514,0.000897,0.000459,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4793,250,2886759188,3394085589,6,52,2,255,TCP,7,514,1023,0.001167,0.00027,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4794,251,2886759188,3394085589,6,44,2,255,TCP,8,1020,1022,0,0,0x00000002,0,1,0,0,2,,,4,0,0,0,0,1,0,0
4795,252,3394085589,2886759188,6,44,2,64,TCP,8,1022,1020,0.000135,0.000135,0x00000012,1,1,0,0,2,,,4,0,0,0,0,1,0,0
4796,253,2886759188,3394085589,6,40,2,255,TCP,8,1020,1022,0.000339,0.000204,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4797,254,3394085589,2886759188,6,104,2,64,RSH,7,1023,514,0.122529,0.121362,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4798,255,2886759188,3394085589,6,53,2,255,RSH,7,514,1023,0.141191,0.018662,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4799,256,3394085589,2886759188,6,52,2,64,TCP,7,1023,514,0.143689,0.002498,0x00000011,1,0,1,0,2,,,4,0,0,0,0,1,0,0
4800,257,2886759188,3394085589,6,52,2,255,TCP,7,514,1023,0.143874,0.000185,0x00000010,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4801,258,2886759188,4294967295,17,37,2,1,DATA,0,33786,9325,0,0,,,,,,2,,,4,0,0,0,0,1,0,0
4802,259,2886759188,3394085589,6,110,2,255,RSH,7,514,1023,0.20865,0.064776,0x00000018,1,0,0,0,2,,,4,0,0,0,0,1,0,0
4803,260,3394085589,2886759188,6,40,2,64,TCP,7,1023,514,0.208764,0.000114,0x00000004,0,0,0,0,2,,,4,0,0,0,0,1,0,0
4804,1,3394085589,2886759188,6,60,2,64,TCP,0,49212,23,0,0,0x00000002,0,1,0,0,2,,,5,0,0,0,0,0,1,0
